sales_id,transaction_id,transaction_date,transaction_time,customer_id,instore_yn,product_id,quantity,unit_price
4877,2296,3/4/2019,8:23:51,8178,Y,48,2,2.5
4878,2301,3/4/2019,18:34:55,8373,N,52,2,2.5
4879,2302,3/4/2019,18:57:57,8059,Y,54,1,2.5
4880,2307,3/4/2019,17:40:08,8417,N,24,1,3
4881,2313,3/4/2019,16:15:53,8328,Y,56,1,2.55
4882,2314,3/4/2019,16:58:18,8396,Y,28,1,2
4883,2316,3/4/2019,18:31:37,8004,N,61,1,4.75
4884,2336,3/4/2019,14:49:50,8304,Y,52,2,2.5
4885,2337,3/4/2019,16:41:45,8338,N,33,1,3.5
4886,2339,3/4/2019,17:35:29,8386,N,46,2,2.5
4887,2343,3/4/2019,14:04:07,8487,N,39,1,4.25
4888,2343,3/4/2019,14:04:07,8487,N,69,1,3.25
4889,2345,3/4/2019,10:52:39,8069,N,26,2,3
4890,2353,3/4/2019,10:08:25,8118,N,26,1,3
4891,2356,3/4/2019,17:41:38,8267,N,37,2,3
4892,2357,3/4/2019,8:13:04,8484,N,44,1,2.5
4893,2369,3/4/2019,11:40:31,8283,Y,43,1,3
4894,2376,3/4/2019,15:41:00,8430,N,43,2,3
4895,2378,3/4/2019,17:20:37,8134,N,43,1,3
4896,2394,3/4/2019,18:29:28,8423,N,55,2,4
4897,2394,3/4/2019,18:29:28,8423,N,74,1,3.5
4898,2399,3/4/2019,17:25:42,8196,Y,34,1,2.45
4899,2413,3/4/2019,14:49:31,8158,N,60,1,3.75
4900,2414,3/4/2019,15:28:14,8336,N,55,1,4
4901,2424,3/4/2019,11:27:49,8371,N,59,1,4.5
4902,2432,3/4/2019,14:55:57,8192,Y,61,2,4.75
4903,2434,3/4/2019,15:47:58,8119,Y,61,2,4.75
4904,2434,3/4/2019,15:47:58,8119,Y,76,1,3.5
4905,2435,3/4/2019,17:04:41,8186,N,22,2,2
4906,2436,3/4/2019,10:25:00,8260,N,28,2,2
4907,2438,3/4/2019,19:35:54,8490,Y,61,1,4.75
4908,2447,3/4/2019,10:17:15,8044,N,50,1,2.5
4909,2447,3/4/2019,10:17:15,8044,N,75,1,3.5
4910,2450,3/4/2019,12:25:50,8272,N,52,2,2.5
4911,2462,3/4/2019,19:58:26,8444,N,52,2,2.5
4912,2467,3/4/2019,13:53:24,8018,N,59,1,4.5
4913,2471,3/4/2019,13:59:44,8015,Y,30,1,3
4914,2488,3/4/2019,17:00:28,8207,Y,29,2,2.5
4915,2489,3/4/2019,15:02:45,8301,N,55,2,4
4916,2491,3/4/2019,9:09:30,8077,N,26,2,3
4917,2497,3/4/2019,10:21:16,8079,N,54,2,2.5
4918,2501,3/4/2019,10:59:41,8033,N,32,2,3
4919,2509,3/4/2019,10:47:55,8484,Y,39,1,4.25
4920,2513,3/4/2019,15:39:02,8292,Y,42,2,2.5
4921,2514,3/4/2019,14:05:03,8463,N,33,2,3.5
4922,2515,3/4/2019,10:49:04,8134,Y,43,2,3
4923,2515,3/4/2019,10:49:04,8134,Y,79,1,3.75
4924,2521,3/4/2019,11:21:22,8013,N,42,1,2.5
4925,2522,3/4/2019,8:42:46,8240,N,87,1,3
4926,2535,3/4/2019,11:57:41,8215,Y,54,1,2.5
4927,2543,3/4/2019,13:37:49,8200,N,61,1,4.75
4928,2544,3/4/2019,15:05:33,8071,Y,87,2,3
4929,2554,3/4/2019,11:31:26,8360,Y,26,1,3
4930,2558,3/4/2019,18:34:12,8033,Y,26,1,3
4931,2573,3/4/2019,9:51:31,8388,N,54,2,2.5
4932,2575,3/4/2019,16:20:06,8048,N,54,2,2.5
4933,2578,3/4/2019,15:33:31,8330,Y,61,1,4.75
4934,2579,3/4/2019,11:08:01,8357,N,23,1,2.5
4935,2589,3/4/2019,18:48:49,8279,N,57,2,3.1
4936,2596,3/4/2019,15:44:58,8319,N,53,1,3
4937,2601,3/4/2019,11:47:58,8453,Y,38,1,3.75
4938,2603,3/4/2019,19:52:34,8152,N,61,2,4.75
4939,2621,3/4/2019,13:52:20,8290,Y,53,1,3
4940,2623,3/4/2019,9:50:30,8363,Y,50,2,2.5
4941,2635,3/4/2019,14:24:14,8350,N,35,1,3.1
4942,2640,3/4/2019,16:59:45,8372,Y,28,2,2
4943,2648,3/4/2019,11:36:49,8414,Y,33,2,3.5
4944,2649,3/4/2019,10:31:43,8206,Y,54,1,2.5
4945,2650,3/4/2019,14:13:41,8169,N,41,1,4.25
4946,2651,3/4/2019,12:13:15,8162,Y,57,1,3.1
4947,2656,3/4/2019,18:09:48,8145,N,23,2,2.5
4948,2660,3/4/2019,13:01:48,8397,N,39,1,4.25
4949,2671,3/4/2019,8:50:48,8058,N,87,1,3
4950,2672,3/4/2019,18:39:30,8396,N,52,2,2.5
4951,2678,3/4/2019,13:43:44,8256,N,25,1,2.2
4952,2679,3/4/2019,8:31:06,8280,N,22,2,2
4953,2681,3/4/2019,18:10:09,8108,N,29,1,2.5
4954,2689,3/4/2019,13:36:50,8142,N,41,2,4.25
4955,2697,3/4/2019,18:16:44,8057,Y,31,1,2.2
4956,2700,3/4/2019,15:43:47,8080,N,87,2,3
4957,2701,3/4/2019,9:53:13,8271,N,37,2,3
4958,2707,3/4/2019,14:29:21,8332,Y,87,2,3
4959,2713,3/4/2019,16:21:10,8283,Y,47,2,3
4960,2714,3/4/2019,11:44:14,8067,N,49,1,3
4961,2717,3/4/2019,14:48:41,8290,N,44,2,2.5
4962,2718,3/4/2019,18:52:42,8169,Y,44,2,2.5
4963,2728,3/4/2019,14:15:50,8313,N,54,2,2.5
4964,2733,3/4/2019,8:35:48,8037,Y,36,2,3.75
4965,2736,3/4/2019,19:36:03,8036,Y,45,1,3
4966,2738,3/4/2019,9:44:41,8252,N,55,1,4
4967,2745,3/4/2019,9:56:08,8025,Y,46,2,2.5
4968,2751,3/4/2019,9:25:45,8078,Y,87,1,3
4969,2753,3/4/2019,19:40:35,8211,Y,25,2,2.2
4970,2765,3/4/2019,14:03:54,8459,N,27,2,3.5
4971,2769,3/4/2019,14:48:30,8364,Y,27,1,3.5
4972,2774,3/4/2019,12:03:16,8163,Y,49,1,3
4973,2781,3/4/2019,19:50:25,8268,Y,31,1,2.2
4974,2785,3/4/2019,12:34:57,8255,N,51,2,3
4975,2832,3/4/2019,19:06:40,8140,N,26,1,3
4976,2835,3/4/2019,14:35:38,8022,Y,55,2,4
4977,2837,3/4/2019,14:49:25,8057,N,48,2,2.5
4978,2859,3/4/2019,13:05:00,8164,N,22,1,2
4979,18,4/4/2019,17:04:08,768,N,43,2,3
4980,24,4/4/2019,17:43:56,272,Y,49,1,3
4981,25,4/4/2019,13:45:41,224,Y,32,2,3
4982,30,4/4/2019,18:22:45,391,N,28,2,2
4983,34,4/4/2019,19:25:48,317,N,57,1,3.1
4984,35,4/4/2019,11:56:32,58,N,39,2,4.25
4985,37,4/4/2019,17:47:32,110,Y,57,2,3.1
4986,41,4/4/2019,11:28:17,178,N,56,1,2.55
4987,44,4/4/2019,15:45:48,145,N,51,2,3
4988,45,4/4/2019,16:51:38,459,N,22,1,2
4989,55,4/4/2019,11:40:03,514,Y,30,1,3
4990,67,4/4/2019,12:16:09,701,Y,45,2,3
4991,74,4/4/2019,19:02:46,482,Y,48,2,2.5
4992,82,4/4/2019,19:36:05,247,Y,49,1,3
4993,83,4/4/2019,15:25:46,295,N,52,2,2.5
4994,84,4/4/2019,19:51:06,297,N,33,1,3.5
4995,85,4/4/2019,11:20:54,726,N,46,1,2.5
4996,89,4/4/2019,11:35:29,446,N,60,1,3.75
4997,95,4/4/2019,17:21:17,108,Y,44,2,2.5
4998,95,4/4/2019,17:21:17,108,Y,77,1,3
4999,110,4/4/2019,12:31:15,259,N,60,2,3.75
5000,116,4/4/2019,13:17:22,404,Y,31,1,2.2
5001,130,4/4/2019,17:06:42,779,Y,36,1,3.75
5002,140,4/4/2019,15:40:48,285,Y,56,2,2.55
5003,148,4/4/2019,14:31:56,466,Y,55,2,4
5004,152,4/4/2019,13:59:19,728,Y,54,1,2.5
5005,155,4/4/2019,15:46:37,237,N,30,1,3
5006,164,4/4/2019,19:51:59,104,Y,26,2,3
5007,166,4/4/2019,14:15:04,767,N,33,2,3.5
5008,171,4/4/2019,15:50:29,732,N,51,2,3
5009,172,4/4/2019,18:42:49,724,Y,40,2,3.75
5010,173,4/4/2019,11:40:06,224,N,35,2,3.1
5011,178,4/4/2019,11:44:07,183,Y,24,2,3
5012,184,4/4/2019,12:09:01,347,N,35,1,3.1
5013,185,4/4/2019,19:32:28,135,N,39,2,4.25
5014,188,4/4/2019,18:32:03,179,N,37,2,3
5015,188,4/4/2019,18:32:03,179,N,77,1,3
5016,190,4/4/2019,16:10:22,159,N,50,1,2.5
5017,190,4/4/2019,16:10:22,159,N,77,1,3
5018,197,4/4/2019,16:10:10,215,N,50,2,2.5
5019,205,4/4/2019,12:27:38,515,N,25,2,2.2
5020,207,4/4/2019,16:57:41,239,Y,34,2,2.45
5021,210,4/4/2019,18:39:17,153,N,46,2,2.5
5022,211,4/4/2019,15:06:15,120,Y,53,1,3
5023,231,4/4/2019,19:06:07,727,N,57,1,3.1
5024,243,4/4/2019,19:49:24,35,N,47,2,3
5025,243,4/4/2019,19:49:24,35,N,74,1,3.5
5026,252,4/4/2019,15:20:06,700,N,38,2,3.75
5027,254,4/4/2019,14:58:07,116,Y,47,1,3
5028,254,4/4/2019,14:58:07,116,Y,79,1,3.75
5029,272,4/4/2019,12:52:44,243,Y,31,2,2.2
5030,273,4/4/2019,13:09:08,33,Y,60,2,3.75
5031,274,4/4/2019,12:28:36,767,Y,59,2,4.5
5032,277,4/4/2019,16:28:19,344,N,32,2,3
5033,277,4/4/2019,16:28:19,344,N,73,1,3.75
5034,283,4/4/2019,13:20:51,247,Y,23,2,2.5
5035,284,4/4/2019,13:37:58,41,Y,24,2,3
5036,284,4/4/2019,13:37:58,41,Y,73,1,3.75
5037,287,4/4/2019,11:59:23,135,N,45,1,3
5038,291,4/4/2019,12:59:29,215,N,38,1,3.75
5039,307,4/4/2019,18:37:53,333,Y,48,1,2.5
5040,313,4/4/2019,17:15:02,798,N,55,1,4
5041,314,4/4/2019,12:23:21,388,Y,34,2,2.45
5042,315,4/4/2019,18:41:19,8,Y,48,2,2.5
5043,319,4/4/2019,15:15:10,753,Y,26,1,3
5044,321,4/4/2019,16:59:11,705,Y,40,2,3.75
5045,322,4/4/2019,13:30:02,403,Y,24,2,3
5046,323,4/4/2019,13:31:23,63,Y,38,1,3.75
5047,324,4/4/2019,12:12:00,347,N,36,1,3.75
5048,327,4/4/2019,17:20:59,440,N,37,2,3
5049,328,4/4/2019,19:14:37,800,N,28,1,2
5050,329,4/4/2019,13:14:24,168,Y,48,2,2.5
5051,329,4/4/2019,13:14:24,168,Y,70,1,3.25
5052,340,4/4/2019,12:06:32,620,Y,29,2,2.5
5053,353,4/4/2019,13:17:56,116,N,48,2,2.5
5054,361,4/4/2019,17:00:36,651,Y,32,1,3
5055,364,4/4/2019,18:04:43,504,Y,51,2,3
5056,376,4/4/2019,13:30:09,766,N,61,1,4.75
5057,378,4/4/2019,15:43:39,257,N,35,2,3.1
5058,386,4/4/2019,17:35:43,318,N,39,2,4.25
5059,387,4/4/2019,17:56:04,417,Y,50,1,2.5
5060,398,4/4/2019,15:03:17,204,Y,59,2,4.5
5061,398,4/4/2019,15:03:17,204,Y,71,1,3.75
5062,400,4/4/2019,17:54:56,263,N,44,1,2.5
5063,406,4/4/2019,13:58:20,310,Y,24,1,3
5064,415,4/4/2019,17:53:12,660,N,30,1,3
5065,420,4/4/2019,17:13:59,82,Y,41,1,4.25
5066,430,4/4/2019,17:40:17,753,N,58,2,3.5
5067,432,4/4/2019,13:58:49,657,N,45,2,3
5068,441,4/4/2019,17:27:18,226,Y,59,2,4.5
5069,443,4/4/2019,18:45:28,666,N,31,2,2.2
5070,445,4/4/2019,15:50:11,325,Y,27,2,3.5
5071,448,4/4/2019,13:08:28,342,N,60,1,3.75
5072,450,4/4/2019,16:43:01,192,N,55,1,4
5073,450,4/4/2019,16:43:01,192,N,69,1,3.25
5074,466,4/4/2019,17:26:56,410,N,25,2,2.2
5075,467,4/4/2019,12:06:23,212,N,32,1,3
5076,467,4/4/2019,12:06:23,212,N,78,1,4.5
5077,472,4/4/2019,11:13:42,10,Y,44,1,2.5
5078,473,4/4/2019,16:10:56,776,N,33,2,3.5
5079,473,4/4/2019,16:10:56,776,N,72,1,3.25
5080,475,4/4/2019,19:37:53,640,Y,26,2,3
5081,476,4/4/2019,13:38:39,179,Y,43,2,3
5082,481,4/4/2019,14:38:11,67,N,50,2,2.5
5083,481,4/4/2019,14:38:11,67,N,79,1,3.75
5084,485,4/4/2019,13:39:22,582,Y,60,1,3.75
5085,491,4/4/2019,11:02:08,455,N,39,1,4.25
5086,498,4/4/2019,16:36:57,343,N,46,2,2.5
5087,499,4/4/2019,12:39:10,621,Y,42,1,2.5
5088,499,4/4/2019,12:39:10,621,Y,79,1,3.75
5089,502,4/4/2019,13:12:37,607,N,45,1,3
5090,506,4/4/2019,14:01:37,239,N,50,1,2.5
5091,518,4/4/2019,19:55:07,67,N,46,2,2.5
5092,518,4/4/2019,19:55:07,67,N,71,1,3.75
5093,522,4/4/2019,12:26:44,20,Y,58,2,3.5
5094,527,4/4/2019,17:13:49,710,Y,55,1,4
5095,533,4/4/2019,16:46:34,560,Y,48,1,2.5
5096,540,4/4/2019,16:58:22,374,N,51,1,3
5097,540,4/4/2019,16:58:22,374,N,71,1,3.75
5098,542,4/4/2019,18:32:45,789,Y,40,2,3.75
5099,542,4/4/2019,18:32:45,789,Y,79,1,3.75
5100,544,4/4/2019,14:16:37,428,Y,31,1,2.2
5101,548,4/4/2019,12:17:51,35,Y,24,1,3
5102,573,4/4/2019,17:43:51,24,Y,24,1,3
5103,576,4/4/2019,17:08:53,271,Y,51,1,3
5104,579,4/4/2019,13:25:30,702,N,28,2,2
5105,579,4/4/2019,13:25:30,702,N,70,1,3.25
5106,581,4/4/2019,16:01:22,126,N,24,2,3
5107,584,4/4/2019,18:41:40,574,Y,30,1,3
5108,584,4/4/2019,18:41:40,574,Y,72,1,3.25
5109,592,4/4/2019,11:12:51,575,N,39,2,4.25
5110,608,4/4/2019,12:58:23,569,N,47,1,3
5111,613,4/4/2019,12:40:23,532,Y,38,1,3.75
5112,617,4/4/2019,15:59:32,559,N,57,2,3.1
5113,617,4/4/2019,15:59:32,559,N,77,1,3
5114,620,4/4/2019,19:35:49,395,N,28,2,2
5115,621,4/4/2019,16:32:56,429,N,43,2,3
5116,626,4/4/2019,19:11:18,200,N,39,1,4.25
5117,628,4/4/2019,12:51:54,32,N,29,2,2.5
5118,634,4/4/2019,13:17:25,108,N,34,2,2.45
5119,645,4/4/2019,11:37:57,249,N,28,1,2
5120,645,4/4/2019,11:37:57,249,N,70,1,3.25
5121,655,4/4/2019,11:13:08,255,N,49,2,3
5122,659,4/4/2019,16:28:45,503,Y,44,2,2.5
5123,659,4/4/2019,16:28:45,503,Y,78,1,4.5
5124,663,4/4/2019,12:21:51,309,N,48,1,2.5
5125,669,4/4/2019,18:11:55,87,N,35,2,3.1
5126,669,4/4/2019,18:11:55,87,N,73,1,3.75
5127,670,4/4/2019,17:45:39,55,Y,56,1,2.55
5128,678,4/4/2019,17:05:39,680,N,31,1,2.2
5129,678,4/4/2019,17:05:39,680,N,70,1,3.25
5130,682,4/4/2019,14:12:39,456,Y,47,1,3
5131,685,4/4/2019,14:59:53,148,N,54,2,2.5
5132,706,4/4/2019,15:54:10,319,N,26,2,3
5133,716,4/4/2019,12:43:52,672,N,57,1,3.1
5134,719,4/4/2019,12:53:04,615,Y,22,1,2
5135,723,4/4/2019,15:54:38,371,N,56,1,2.55
5136,727,4/4/2019,13:26:45,401,Y,54,2,2.5
5137,730,4/4/2019,16:26:15,239,Y,54,1,2.5
5138,730,4/4/2019,16:26:15,239,Y,71,1,3.75
5139,733,4/4/2019,18:26:05,586,N,26,1,3
5140,745,4/4/2019,15:36:16,218,Y,59,2,4.5
5141,747,4/4/2019,19:08:32,558,Y,26,1,3
5142,748,4/4/2019,13:36:37,635,N,24,2,3
5143,750,4/4/2019,12:07:51,305,N,35,2,3.1
5144,750,4/4/2019,12:07:51,305,N,73,1,3.75
5145,758,4/4/2019,11:31:26,78,Y,31,1,2.2
5146,763,4/4/2019,18:01:25,212,Y,27,1,3.5
5147,769,4/4/2019,17:49:30,459,Y,54,1,2.5
5148,769,4/4/2019,17:49:30,459,Y,69,1,3.25
5149,773,4/4/2019,14:08:52,467,Y,27,2,3.5
5150,776,4/4/2019,15:04:10,24,N,29,1,2.5
5151,796,4/4/2019,14:10:00,103,N,50,2,2.5
5152,797,4/4/2019,18:38:09,429,N,23,1,2.5
5153,797,4/4/2019,18:38:09,429,N,70,1,3.25
5154,811,4/4/2019,11:52:47,204,Y,27,1,3.5
5155,813,4/4/2019,15:49:42,524,Y,61,1,4.75
5156,814,4/4/2019,15:20:07,166,Y,33,1,3.5
5157,817,4/4/2019,14:31:43,649,N,45,1,3
5158,822,4/4/2019,17:34:01,100,N,24,1,3
5159,824,4/4/2019,12:30:36,274,Y,52,1,2.5
5160,824,4/4/2019,12:30:36,274,Y,69,1,3.25
5161,830,4/4/2019,18:43:42,23,N,29,1,2.5
5162,836,4/4/2019,17:57:58,301,Y,26,1,3
5163,840,4/4/2019,12:56:25,410,N,59,2,4.5
5164,851,4/4/2019,17:31:46,306,Y,56,1,2.55
5165,852,4/4/2019,16:11:46,704,Y,47,2,3
5166,854,4/4/2019,17:14:10,747,Y,53,2,3
5167,854,4/4/2019,17:14:10,747,Y,73,1,3.75
5168,864,4/4/2019,17:42:33,701,Y,23,1,2.5
5169,867,4/4/2019,11:38:25,160,Y,23,2,2.5
5170,868,4/4/2019,19:51:51,459,Y,33,1,3.5
5171,879,4/4/2019,12:59:15,589,Y,39,1,4.25
5172,879,4/4/2019,12:59:15,589,Y,69,1,3.25
5173,886,4/4/2019,18:16:20,790,N,50,2,2.5
5174,888,4/4/2019,18:17:54,591,N,24,2,3
5175,888,4/4/2019,18:17:54,591,N,69,1,3.25
5176,893,4/4/2019,11:24:08,490,N,40,1,3.75
5177,895,4/4/2019,16:01:23,738,N,61,2,4.75
5178,896,4/4/2019,12:11:08,67,Y,45,2,3
5179,899,4/4/2019,15:20:25,210,N,45,2,3
5180,906,4/4/2019,13:50:05,353,Y,46,1,2.5
5181,913,4/4/2019,17:28:10,473,N,27,2,3.5
5182,916,4/4/2019,16:54:07,122,N,24,2,3
5183,925,4/4/2019,14:35:11,499,Y,27,1,3.5
5184,926,4/4/2019,14:12:15,498,N,49,1,3
5185,929,4/4/2019,13:58:53,371,Y,41,2,4.25
5186,936,4/4/2019,18:24:26,257,N,30,1,3
5187,937,4/4/2019,12:18:15,154,Y,46,1,2.5
5188,939,4/4/2019,16:35:05,727,Y,59,2,4.5
5189,939,4/4/2019,16:35:05,727,Y,71,1,3.75
5190,949,4/4/2019,14:27:16,656,Y,30,1,3
5191,957,4/4/2019,14:53:18,294,Y,59,2,4.5
5192,957,4/4/2019,14:53:18,294,Y,76,1,3.5
5193,962,4/4/2019,12:30:25,722,N,52,1,2.5
5194,966,4/4/2019,16:19:48,723,Y,47,2,3
5195,973,4/4/2019,19:39:24,300,N,22,1,2
5196,973,4/4/2019,19:39:24,300,N,72,1,3.25
5197,974,4/4/2019,13:48:01,658,N,59,2,4.5
5198,976,4/4/2019,14:16:52,537,N,24,2,3
5199,982,4/4/2019,13:25:13,534,Y,36,2,3.75
5200,1008,4/4/2019,17:11:26,556,N,34,1,2.45
5201,1008,4/4/2019,17:11:26,556,N,75,1,3.5
5202,1012,4/4/2019,13:08:05,497,N,49,1,3
5203,1013,4/4/2019,17:57:20,489,N,37,1,3
5204,1013,4/4/2019,17:57:20,489,N,73,1,3.75
5205,1020,4/4/2019,12:56:06,58,Y,25,2,2.2
5206,1031,4/4/2019,14:08:03,588,N,45,2,3
5207,1039,4/4/2019,12:48:22,776,Y,56,1,2.55
5208,1040,4/4/2019,13:41:54,140,N,50,2,2.5
5209,1040,4/4/2019,13:41:54,140,N,74,1,3.5
5210,1044,4/4/2019,15:23:35,157,N,37,2,3
5211,1055,4/4/2019,11:03:22,714,N,33,1,3.5
5212,1063,4/4/2019,18:02:44,68,N,53,2,3
5213,1070,4/4/2019,18:16:20,548,N,23,1,2.5
5214,1075,4/4/2019,18:19:39,590,N,22,1,2
5215,1078,4/4/2019,13:14:55,48,N,39,1,4.25
5216,1081,4/4/2019,13:56:36,51,N,49,2,3
5217,1081,4/4/2019,13:56:36,51,N,69,1,3.25
5218,1082,4/4/2019,13:23:21,571,N,24,1,3
5219,1087,4/4/2019,14:46:46,501,N,29,1,2.5
5220,1091,4/4/2019,14:07:36,79,Y,49,2,3
5221,1092,4/4/2019,12:55:04,316,Y,53,1,3
5222,1103,4/4/2019,17:53:30,102,Y,45,1,3
5223,1109,4/4/2019,16:28:15,113,N,42,1,2.5
5224,1111,4/4/2019,12:35:20,138,Y,29,1,2.5
5225,1115,4/4/2019,12:04:49,527,N,61,2,4.75
5226,1122,4/4/2019,13:01:07,608,Y,27,2,3.5
5227,1131,4/4/2019,13:39:30,91,N,61,1,4.75
5228,1134,4/4/2019,16:46:58,612,Y,22,1,2
5229,1136,4/4/2019,15:31:27,143,Y,35,1,3.1
5230,1138,4/4/2019,14:48:55,484,N,56,2,2.55
5231,1138,4/4/2019,14:48:55,484,N,69,1,3.25
5232,1139,4/4/2019,12:49:23,639,Y,37,1,3
5233,1143,4/4/2019,12:05:53,500,Y,56,2,2.55
5234,1147,4/4/2019,13:03:14,663,N,30,1,3
5235,1149,4/4/2019,16:30:33,358,N,45,1,3
5236,1155,4/4/2019,11:38:24,92,N,29,1,2.5
5237,1162,4/4/2019,16:30:30,159,N,42,2,2.5
5238,1163,4/4/2019,12:00:13,693,Y,41,2,4.25
5239,1163,4/4/2019,12:00:13,693,Y,74,1,3.5
5240,1165,4/4/2019,11:19:38,286,Y,47,2,3
5241,1172,4/4/2019,15:05:41,419,N,35,2,3.1
5242,1176,4/4/2019,11:27:45,202,Y,31,1,2.2
5243,1176,4/4/2019,11:27:45,202,Y,74,1,3.5
5244,1179,4/4/2019,16:43:56,312,N,56,1,2.55
5245,1183,4/4/2019,11:07:19,426,Y,53,2,3
5246,1189,4/4/2019,13:00:27,751,N,47,2,3
5247,1189,4/4/2019,13:00:27,751,N,76,1,3.5
5248,1193,4/4/2019,15:49:41,118,Y,48,2,2.5
5249,1197,4/4/2019,12:25:39,333,N,28,1,2
5250,1199,4/4/2019,16:11:27,340,Y,44,2,2.5
5251,1200,4/4/2019,18:40:14,64,Y,44,1,2.5
5252,1200,4/4/2019,18:40:14,64,Y,70,1,3.25
5253,1202,4/4/2019,14:48:08,140,N,36,1,3.75
5254,1214,4/4/2019,13:00:56,183,Y,39,1,4.25
5255,1216,4/4/2019,15:29:03,791,N,49,2,3
5256,1221,4/4/2019,19:29:43,748,Y,60,2,3.75
5257,1221,4/4/2019,19:29:43,748,Y,71,1,3.75
5258,1222,4/4/2019,13:45:52,308,Y,48,2,2.5
5259,1226,4/4/2019,12:28:49,212,N,38,2,3.75
5260,1229,4/4/2019,11:04:18,378,N,61,2,4.75
5261,1231,4/4/2019,15:54:43,477,N,35,1,3.1
5262,1234,4/4/2019,12:33:59,228,N,30,2,3
5263,1236,4/4/2019,19:37:52,607,N,49,1,3
5264,1240,4/4/2019,12:22:19,206,Y,43,1,3
5265,1241,4/4/2019,12:56:09,167,N,35,1,3.1
5266,1241,4/4/2019,12:56:09,167,N,71,1,3.75
5267,1243,4/4/2019,17:47:50,776,N,54,1,2.5
5268,1253,4/4/2019,15:31:14,214,N,31,2,2.2
5269,1258,4/4/2019,13:57:11,615,N,22,1,2
5270,1258,4/4/2019,13:57:11,615,N,73,1,3.75
5271,1263,4/4/2019,12:20:07,564,Y,31,1,2.2
5272,1269,4/4/2019,12:58:03,35,Y,41,1,4.25
5273,1272,4/4/2019,18:56:49,227,Y,25,1,2.2
5274,1284,4/4/2019,19:49:13,427,Y,55,1,4
5275,1290,4/4/2019,19:27:16,591,N,38,2,3.75
5276,1304,4/4/2019,14:04:01,757,Y,23,1,2.5
5277,1308,4/4/2019,17:48:33,776,Y,35,1,3.1
5278,1315,4/4/2019,16:54:43,570,Y,33,1,3.5
5279,1322,4/4/2019,16:38:13,182,Y,37,1,3
5280,1323,4/4/2019,17:50:34,610,Y,49,2,3
5281,1328,4/4/2019,15:53:23,605,Y,23,1,2.5
5282,1331,4/4/2019,11:01:48,622,Y,58,1,3.5
5283,1331,4/4/2019,11:01:48,622,Y,71,1,3.75
5284,1340,4/4/2019,12:31:19,201,N,23,2,2.5
5285,1344,4/4/2019,15:08:17,548,N,58,1,3.5
5286,1349,4/4/2019,13:51:18,49,Y,44,1,2.5
5287,1350,4/4/2019,16:44:46,60,Y,25,1,2.2
5288,1361,4/4/2019,12:20:52,125,N,59,1,4.5
5289,1361,4/4/2019,12:20:52,125,N,71,1,3.75
5290,1369,4/4/2019,16:26:38,634,N,32,1,3
5291,1376,4/4/2019,14:57:39,715,Y,39,1,4.25
5292,1376,4/4/2019,14:57:39,715,Y,72,1,3.25
5293,1381,4/4/2019,14:10:00,388,Y,36,2,3.75
5294,1385,4/4/2019,15:53:20,213,Y,50,2,2.5
5295,1392,4/4/2019,17:05:54,83,N,24,2,3
5296,1410,4/4/2019,19:31:36,175,N,58,1,3.5
5297,1410,4/4/2019,19:31:36,175,N,72,1,3.25
5298,1412,4/4/2019,15:38:23,503,Y,34,1,2.45
5299,1413,4/4/2019,16:50:38,683,Y,44,2,2.5
5300,1421,4/4/2019,12:17:38,253,Y,50,1,2.5
5301,1422,4/4/2019,14:57:04,337,Y,39,1,4.25
5302,1423,4/4/2019,15:21:30,539,N,60,1,3.75
5303,1424,4/4/2019,18:01:45,169,Y,46,1,2.5
5304,1425,4/4/2019,15:06:59,641,N,37,2,3
5305,1426,4/4/2019,14:38:03,2,N,46,1,2.5
5306,1427,4/4/2019,12:07:52,757,N,37,1,3
5307,1427,4/4/2019,12:07:52,757,N,76,1,3.5
5308,1429,4/4/2019,16:43:54,78,Y,40,2,3.75
5309,1432,4/4/2019,14:51:22,510,Y,23,1,2.5
5310,1434,4/4/2019,12:00:58,319,N,34,2,2.45
5311,1441,4/4/2019,17:26:10,378,Y,22,1,2
5312,1442,4/4/2019,12:36:02,52,N,28,1,2
5313,1451,4/4/2019,18:43:24,232,Y,26,1,3
5314,1451,4/4/2019,18:43:24,232,Y,74,1,3.5
5315,1457,4/4/2019,19:08:29,268,Y,48,2,2.5
5316,1460,4/4/2019,19:20:23,394,Y,39,1,4.25
5317,1468,4/4/2019,16:24:41,73,N,43,2,3
5318,1471,4/4/2019,12:16:32,113,N,58,2,3.5
5319,1472,4/4/2019,18:28:52,646,Y,52,1,2.5
5320,1483,4/4/2019,11:02:59,649,Y,29,1,2.5
5321,1493,4/4/2019,13:48:50,522,Y,53,2,3
5322,1500,4/4/2019,19:04:52,145,Y,25,1,2.2
5323,1509,4/4/2019,11:31:18,69,Y,60,1,3.75
5324,1517,4/4/2019,12:58:36,169,Y,29,1,2.5
5325,1523,4/4/2019,19:59:02,733,N,57,1,3.1
5326,1528,4/4/2019,17:09:48,249,N,23,2,2.5
5327,1529,4/4/2019,14:59:16,619,Y,48,1,2.5
5328,1542,4/4/2019,15:51:58,431,Y,61,2,4.75
5329,1542,4/4/2019,15:51:58,431,Y,77,1,3
5330,1548,4/4/2019,18:23:13,746,N,59,2,4.5
5331,1548,4/4/2019,18:23:13,746,N,77,1,3
5332,1559,4/4/2019,13:16:20,420,N,59,2,4.5
